[00:03:31]: [DangTienScan] === scan begin ===	
[00:03:31]: [DangTienScan] CN | STRINGS.XD_HTZ_NOLQ = 灵力不足	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_NOSLEEPONFIRE = 何方妖人放火烧本座洞府？！	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_DISCHARGE = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_HOT = 这三昧真火未免太过炽烈...	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_HIGHRESEARCH = 本座参透天地玄机，岂是尔等可比？！	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_LIGHTFIRE.1 = only_used_by_willow	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_EYEOFTERROR_ARRIVE = 嗯？！何方魔物现世？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_NOWARDROBEONFIRE = 哼！定是有人暗算本座衣冠！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_ACCOMPLISHMENT = 哈哈哈哈！天也难挡本座大道！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_KNOCKEDOUT = 何方妖人...竟敢对本座施展迷魂大法...	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_NOSLEEPHASPERMANENTLIGHT = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_DETACH_BUFF_SLEEPRESISTANCE = 哈...本座只是...小憩...	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_NORMALTOWIMPY = only_used_by_wolfang	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_KINGCREATED = only_used_by_wurt	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_MONKEY_CURSE_CHANGEBACK = 哈哈哈哈！本座终究破了这妖术！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_MOONPOTION_FAILED = 月华不足...待本座再施秘法！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_ADVENTUREFAIL = 待本座运转周天，必能逆天改命！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_YOTB_LEARN_NEW_PATTERN = 本座灵台中已有万千妙法！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ANNOUNCE_QUAKE = 地龙翻身？！待本座定住灵脉！	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.CASTAOE.NO_MAX_SANITY = only_used_by_waxwell	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.POUR_WATER_GROUNDTILE.OUT_OF_WATER = 定是哪个孽徒偷了本座甘露！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.YOTB_STARTCONTEST.ALREADYACTIVE = 大胆！那判官竟敢怠慢本座去理会其他蝼蚁！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.YOTB_STARTCONTEST.DOESNTWORK = 哼！此等凡俗之地也配让本座施展神通！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVETOPLAYER.FULL = 哼！区区芥子袋都装不满，也配接本座赏赐？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVETOPLAYER.BUSY = 三息之内不跪接，定叫你魂飞魄散！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVETOPLAYER.SLEEPING = 大胆！本座亲临还敢酣睡？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVETOPLAYER.DEAD = 将死蝼蚁，不配受本座恩泽！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.FILL_OCEAN.UNSUITABLE_FOR_PLANTS = 哼！区区凡草也敢挑剔本座灵泉？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.EMPTY_CATCOONDEN = 竟敢盗取本座宝物？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_NOT_ENOUGH_HIDERS = 区区几只小妖也配与本座游戏？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.CARNIVAL_HOST_HERE = 那蝼蚁就在附近...	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_NOT_ENOUGH_HIDING_SPOTS = 周这等贫瘠之地...	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.HOSTBUSY = 哼！竟敢让本座等候？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.PILLOWFIGHT_NO_HANDPILLOW = 本座要见血！谁要玩这等儿戏？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.MANNEQUIN_EQUIPSWAPFAILED = 卑贱人偶也敢挑三拣四？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.LOCKED_GATE = 区区凡锁也敢阻挡本座？待本座破了这禁制！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.NOCARNIVAL = 一群鼠辈，逃得倒快！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_ONE_GAME_PER_DAY = 今日兴致已尽，明日再来收拾你们！	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.CAST_SPELLBOOK.NO_TOPHAT = only_used_by_waxwell	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ROW_FAIL.BAD_TIMING1 = 天时未至，尔等急什么？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ROW_FAIL.BAD_TIMING2 = 再敢妄动，定叫你形神俱灭！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ROW_FAIL.BAD_TIMING0 = 放肆！竟敢扰乱本座施法节奏？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.START_CARRAT_RACE.NO_RACERS = 哼！一群鼠辈，竟敢临阵脱逃？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.DRAW.NOIMAGE = 可笑！凡尘俗画也配入本座法眼？	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.UPGRADE.BEDAZZLED = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.REMOVEMODULES.NO_MODULES = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.SHAVE.GENERIC = 区区畜生，也敢对本座龇牙？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.SHAVE.AWAKEBEEFALO = 孽畜未眠，也配让本座动手？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.SHAVE.NOBITS = 哼，连根毛都不剩的废物！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.SHAVE.SOMEONEELSESBEEFALO = 这孽畜认主？待本座灭了它的神魂！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.SHAVE.REFUSE = 此术非尔等凡夫可染指！	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.TELLSTORY.GENERIC = only_used_by_walter	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.TELLSTORY.NO_FIRE = only_used_by_walter	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.TELLSTORY.NOT_NIGHT = only_used_by_walter	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.APPLYMODULE.NOTENOUGHSLOTS = only_used_by_wx78	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.APPLYMODULE.COOLDOWN = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.HARVEST.DOER_ISNT_MODULE_OWNER = 哼！此等劣质法器也敢抗拒本座真元！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.USEKLAUSSACKKEY.WRONGKEY = 大胆！此等凡铁也妄想开启本座封印？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.USEKLAUSSACKKEY.KLAUS = 区区西方蛮神，也配让本座分神？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.SAIL.REPAIR = 哼！此等凡物也配让本座出手修复？！	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BEDAZZLE.BURNT = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BEDAZZLE.ALREADY_BEDAZZLED = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BEDAZZLE.FROZEN = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BEDAZZLE.BURNING = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BEGIN_QUEST.ONEGHOST = only_used_by_wendy	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.CAST_POCKETWATCH.GENERIC = only_used_by_wanda	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.CAST_POCKETWATCH.SHARD_UNAVAILABLE = only_used_by_wanda	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.CAST_POCKETWATCH.WARP_NO_POINTS_LEFT = only_used_by_wanda	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.CAST_POCKETWATCH.REVIVE_FAILED = only_used_by_wanda	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.CHARGE_FROM.CHARGE_FULL = only_used_by_wx78	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.CHARGE_FROM.NOT_ENOUGH_CHARGE = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.UNLOCK.WRONGKEY = 放肆！此等劣等符印也妄想开启本座秘宝？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.ATTUNE.NOHEALTH = 待本座先取几个生魂补补！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.TEACH.KNOWN = 哼！这等粗浅图纸也配让本座再看第二遍？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.TEACH.STASH_MAP_NOT_FOUND = 定是那帮凡夫愚钝，连藏宝图都画不全！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.TEACH.MESSAGEBOTTLEMANAGER_NOT_FOUND = 区区障眼法也敢迷惑本座？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.TEACH.WRONGWORLD = 可笑！异界之物也敢在此显化？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.TEACH.CANTLEARN = 荒谬！此等旁门左道也妄想入本座法眼？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.CARNIVALGAME_FEED.TOO_LATE = 哼！纵使天时已过，本座也要逆天改命！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.HERD_FOLLOWERS.WEBBERONLY = 待本座将那异族小儿抽魂炼魄，看尔等还敢不从！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.YOTB_UNLOCKSKIN.ALREADYKNOWN = 哼！此等粗浅之术，本座八百年前就已参透！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.HITCHUP.NEEDBEEF = 哼！没有御兽铃也配驱使灵骑？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.HITCHUP.INMOOD = 放肆！本座面前也敢躁动不安？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.HITCHUP.NEEDBEEF_CLOSER = 孽畜！还不速速滚到本座跟前！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.HITCHUP.BEEF_HITCHED = 算你这畜生识相！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.STORE.GENERIC = 区区凡物，也配入我法囊？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.STORE.INUSE = 哼，哪个不长眼的敢占本座之物？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.STORE.NOTALLOWED = 放肆！此等污秽之物岂能亵渎本座宝器！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.STORE.NOTMASTERCHEF = 低劣伎俩，本座不屑为之。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.FISH_OCEAN.TOODEEP = 哼！凡铁所铸的钓竿，也配探本座深海龙宫？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.MARK.NOT_PARTICIPANT = 可笑！此等蝼蚁也配入本座法眼？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.MARK.ALREADY_MARKED = 哼！本座法眼如炬，何需再看？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.WRAPBUNDLE.EMPTY = 哼！区区凡物也配称'好宝贝'？待本座为你点化！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.USEITEMON.BEEF_BELL_INVALID_TARGET = 可笑！此等孽畜也配听本座号令？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.USEITEMON.BEEF_BELL_ALREADY_USED = 大胆！何人敢窃占本座灵兽？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.USEITEMON.BEEF_BELL_HAS_BEEF_ALREADY = 哼！一头坐骑足矣，要恁多作甚！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.DISMANTLE.COOKING = 放肆！本座丹鼎真火正旺，岂容打扰！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.DISMANTLE.INUSE = 滚开！这炉鼎是本座先占的！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.DISMANTLE.NOTEMPTY = 哼！这些劣等药材也配与本座仙丹同炼？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.SLAUGHTER.TOOFAR = 孽畜！纵使你逃到天涯海角，本座也定要将你抽魂炼魄！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.POUR_WATER.OUT_OF_WATER = 放肆！本座玉净瓶竟会无水？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.MOUNT.TARGETINCOMBAT = 放肆！区区孽畜也敢在本座面前逞凶？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.MOUNT.INUSE = 大胆！何人敢窃占本座坐骑？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.MOUNT.SLEEPING = 孽畜安敢酣睡？！雷霆听令！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.GENERIC = 哼！此等草木之道，本座早已参透！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.FERTILIZER = 腌臜秽物也配入本座法眼？！	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.SING_FAIL.SAMESONG = only_used_by_wathgrithr	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.DISMANTLE_POCKETWATCH.ONCOOLDOWN = only_used_by_wanda	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.COMPARE_WEIGHABLE.FISH_TOO_SMALL = 哼！此等鱼苗也配入本座丹鼎？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.COMPARE_WEIGHABLE.OVERSIZEDVEGGIES_TOO_SMALL = 连三百年火候都不到，废物！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.OPEN_CRAFTING.SHADOWMAGIC = 大胆！区区旁门左道也敢在本座面前卖弄？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.OPEN_CRAFTING.PROFESSIONALCHEF = 哼！本座炼丹千年，岂是尔等凡厨可比？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.COOK.GENERIC = 哼！此等凡火也配让本座亲自动手？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.COOK.INUSE = 大胆！何人敢占用本座的炼丹炉？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.COOK.TOOFAR = 区区几步之遥，也敢说远？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BUILD.TICOON = 此物不入本座法眼，滚开！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BUILD.HASPET = 一只孽畜已够烦心，休得再添乱！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BUILD.MOUNTED = 本座法驾在此，岂容你僭越！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.SADDLE.TARGETINCOMBAT = 孽畜！安敢在本座面前撒野？！待你力竭，定要你求生不得求死不能！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.APPRAISE.NOTNOW = 放肆！本座此刻无暇理会你这蝼蚁。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BATHBOMB.GLASSED = 哼！区区凡水也配凝结成琉璃？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.BATHBOMB.ALREADY_BOMBED = 孽徒！竟敢浪费本座炼制的灵浴丹？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVEALLTOPLAYER.FULL = 哼！区区芥子袋都装不下本座恩赐，当真废物！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVEALLTOPLAYER.BUSY = 三息之内不跪接，这些宝物便赏给野狗了！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVEALLTOPLAYER.SLEEPING = 大胆！本座亲赐机缘还敢酣睡？雷霆伺候！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVEALLTOPLAYER.DEAD = 将死蝼蚁也配受本座厚赐？待你转世再来讨要！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.LOWER_SAIL_FAIL.1 = 放肆！区区风浪也敢阻本座法驾？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.LOWER_SAIL_FAIL.2 = 九天罡风竟如此不识抬举！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.LOWER_SAIL_FAIL.3 = 荒谬！本座竟会在此等小事上失手？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.GENERIC = 放肆！本座赐物，岂容尔等推拒？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.CANTSHADOWREVIVE = 哼！阴阳轮回岂是尔等可以妄动？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.QUEENBUSY = 那妖妇竟敢怠慢本座？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.NOTSTAFF = 可笑！连法器都认不得吗？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.NOTAMONKEY = 畜牲之言，本座岂会费心解读？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.CARNIVALGAME_INVALID_ITEM = 凡俗铜臭也配入本座法眼？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.GHOSTHEART = 这等怨灵，直接打散便是！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.PIGKINGGAME_MESSY = 区区猪妖的地盘也敢如此脏乱？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.MUSHROOMFARM_NEEDSLOG = 去找棵通灵古木来！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.TERRARIUM_REFUSE = 废物！连本座仙露都不配承受！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.NOTSCULPTABLE = 废物！连化形都不配！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.SPIDERNOHAT = 区区虫豸也配与本座宝物同存？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.CARNIVALGAME_ALREADY_PLAYING = 滚开！莫要打扰本座雅兴！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.SLEEPING = 区区蝼蚁，也敢在本座面前安眠？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.DEAD = 哼！将死之物，不配受本座恩赐！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.NOTATRIUMKEY = 可笑！此等劣质符印也妄想开启本座洞天？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.WRONGGEM = 此等劣品，也配入本座法阵？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.PIGKINGGAME_TOOLATE = 夜半三更，正是收拾你们的好时辰！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.BUSY = 三息之内，若不跪接，定叫你魂飞魄散！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.ABIGAILHEART = 一缕残魂也妄想得本座超度？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.DUPLICATE = 本座过目不忘，何需再看？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.WRONGSHADOWFORM = 荒谬！连傀儡都拼凑不对？！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.TERRARIUM_COOLDOWN = 待灵根复苏再来讨要！	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.NOTGEM = 凡俗顽石也敢冒充天材地宝？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SHIJI.ACTIONFAIL.GIVE.NOMOON = 没有月华之力，如何施展仙术？！	
